dt,property_id,user_id,neighbourhood,room_type
0,82332527,1043553
1,186335745,18517833
2,52935152,17917198
3,172647235,18816109
4,80536944,13529292
5,8486420,10512492
6,62406491,8387594
7,170116652,15921637
8,22710085,6441316
9,130990024,20259345
10,22253264,13869447
11,17726113,8809467
12,33974921,8560237
13,59681513,19394663
14,89993733,16198580
15,1138137,23724052
16,15443120,19270078
17,5613626,21291904
18,20182556,3480325
19,137859413,891375
20,80761405,1069142
21,44102160,12613621
22,170418081,22978000
23,22769920,23281014
24,96182583,24466067
25,112087548,13925585
26,11084431,20990759
27,9264733,26248015
28,179156469,18882385
29,134776748,19687215
30,11945177,4416370
31,16877155,18059130
32,3809179,17455182
33,106386878,75382
34,42620905,8751830
35,101266321,13049966
36,79493057,1364674
37,203610564,26098439
38,110721854,15373075
39,27158248,17525219
40,149188373,21782969
41,94967363,13681466
42,75994032,5114831
43,14170322,11033260
44,23997651,818230
45,56724393,23253662
46,157569516,658002
47,89151263,5128825
48,17813645,13794377
49,3215959,9840286
50,127711592,6359298
51,184205613,6359298
52,30226899,15046252
53,49145053,19731871
54,12437557,19796647
55,164336029,18004933
56,44284260,11559431
57,19739688,289071
58,162953199,14250357
59,107122417,23496958
60,202213933,22170870
61,192731635,12908561
62,178986786,21299518
63,58420771,640062
64,165023842,19300302
65,155971094,14369712
66,92722128,5819314
67,61216094,11857316
68,8477652,16877004
69,192768792,22046623
70,36025253,22332602
71,47794067,23492003
72,174240163,865328
73,69177624,18744697
74,135002417,19202966
75,42848294,4449764
76,36939333,11170356
77,44951781,23260652
78,145914280,24362175
79,32884545,3504128
80,118323272,4413032
81,35108047,25154344
82,159456478,946142
83,159995539,21048359
84,603945,7110627
85,59113790,1723551
86,161471597,21766318
87,33023747,21556688
88,216093257,5647188
89,81323878,13460110
90,26040385,8584779
91,88200571,19527617
92,38919896,4278312
93,86059757,26111547
94,131683006,3911407
95,163579385,13103861
96,6384490,1098319
97,80418806,10946703
98,152876671,19202983
99,40602800,8645335
100,178436693,3570490
101,73781157,16802138
102,174051820,771758
103,7114705,18945772
104,98628032,17566665
105,130847012,1708637
106,24107436,14495568
107,46238481,22566099
108,71160997,16591325
109,213395573,49552
110,112088994,24305993
111,33278315,3237354
112,8914689,16487827
113,118541337,16834000
114,127577345,11673293
115,75409827,13585881
116,9722735,14988124
117,68234838,8607603
118,16540927,21402255
119,179952570,22446724
120,91720467,20791949
121,90727937,23574507
122,30681913,3566834
123,131513125,16834000
124,89688535,21103093
125,134929099,23114158
126,22305057,987355
127,138424646,3104186
128,109034081,6849314
129,169329311,2388275
130,27033930,19270078
131,7688916,18945179
132,58259266,15119089
133,27229259,19149866
134,4552904,21544740
135,197973406,18130108
136,56727258,4522340
137,6118880,11428550
138,178487226,23020895
139,199755810,960091
140,20935673,22937221
141,74766269,17917198
142,47043092,22625820
143,35303265,6122045
144,34397846,8528103
145,142466394,2902819
146,170926687,15161061
147,16744098,11204463
148,126268176,931270
149,134067698,23301444
150,179611535,18734542
151,1908549,18320209
152,48568705,16700980
153,24521460,21847417
154,137783317,22723397
155,83331077,26909786
156,102707418,15626210
157,113083387,12058561
158,18232792,7506082
159,206004528,13182580
160,169196511,20808175
161,43028485,28776797
162,64018850,13891312
163,24901273,13304281
164,40429605,2760802
165,178094557,25703359
166,49353236,18546376
167,166566180,1945837
168,2811014,14985425
169,72425778,13262679
170,27969153,7057789
171,193736899,8434745
172,165651635,19604421
173,22856975,15528076
174,137893210,12865293
175,6678162,24814024
176,103938695,14760407
177,5516813,4172192
178,81651798,14602663
179,36769257,18411342
180,151437524,6843332
181,19187199,12840460
182,56371818,6307793
183,31772717,23426104
184,104136189,20975063
185,37042858,16269728
186,214876015,18746775
187,37761804,23918280
188,165249300,12707127
189,35106880,21079012
190,322497,8163956
191,177209009,9146453
192,85011730,13690747
193,168498721,3589859
194,142079605,10907707
195,8617083,1929777
196,39066134,8157738
197,94697298,13388868
198,176767297,1008006
199,39272400,18546376
200,57955799,20389068
201,177001387,26028314
202,150581329,10956875
203,128223688,6085695
204,19738719,18054786
205,32586526,14412610
206,107127284,24470353
207,80687909,18517833
208,154973672,1120955
209,43131544,17083314
210,170152287,937635
211,145619512,19300302
212,15870687,19483045
213,30105642,14014542
214,165525513,21327054
215,58291784,17043392
216,102227375,6630481
217,28582025,4571484
218,110818660,11966183
219,20213631,17622457
220,26613631,22307715
221,13319959,19070056
222,25567163,22559000
223,60321230,27676793
224,77904984,1069554
225,170028838,18288343
226,83434782,17502167
227,199366995,26511987
228,181225997,2115161
229,16707405,11388992
230,129247074,13477668
231,72800028,20275087
232,102302816,18798860
233,147163245,15743102
234,78678213,20157355
235,9731743,27080950
236,190772938,25933301
237,96179216,13721713
238,113790542,26320227
239,208263089,27196696
240,36122168,16804326
241,89800445,12839282
242,9453700,5735100
243,3193386,12103761
244,172375811,685990
245,212609016,23354084
246,185823012,23020332
247,119475310,7645716
248,154071400,1415279
249,58026497,18547840
250,22836364,13256599
251,156401593,22605275
252,16390347,15497619
253,9514762,314082
254,139430844,19278681
255,149919979,24217698
256,16325713,17250492
257,80879462,20063721
258,117930497,82482
259,36812527,21778270
260,9955102,22102553
261,66774812,22559000
262,90783936,23757703
263,157195716,15905664
264,50610056,528022
265,97246138,5521050
266,6452494,995087
267,130704284,8163956
268,122245678,26256816
269,10619840,17378111
270,4589637,3320016
271,1602294,5150374
272,85931718,22607752
273,202107492,26949958
274,183277613,17479414
275,191517171,18974746
276,158308045,22448502
277,101624920,20910770
278,80542371,24506238
279,21415365,14363151
280,117612558,23963946
281,32915983,11954634
282,62625976,23722903
283,83908872,14589830
284,90818299,16328199
285,46840912,28310535
286,96807256,6119654
287,34650659,19516174
288,60139086,6312791
289,31178992,25064293
290,131260498,20259345
291,64772399,415619
292,101488399,9410136
293,111937899,16763977
294,52596262,19166669
295,66910981,23758415
296,18470692,13869447
297,110378204,16682109
298,6691253,2497346
299,14312789,7223490
300,139749349,24934933
301,202968563,5008625
302,167079901,12908561
303,165395456,24930287
304,92382467,23621971
305,7210464,26529935
306,89784114,13465986
307,101075756,17265153
308,84544125,20628227
309,77487607,25121245
310,24678249,9248355
311,216034340,18668041
312,86855316,20085812
313,15769343,83498
314,14807173,16685383
315,199991967,26517559
316,173705251,6889743
317,112771077,1018703
318,60041514,10860856
319,31677822,22347011
320,9938793,528594
321,125972530,16003294
322,156823265,18555863
323,11689154,14035460
324,42148689,1008223
325,105557586,8770120
326,101737227,2005996
327,83532203,24915775
328,197959439,22489099
329,23711447,17692841
330,197010610,12289041
331,95773337,23832372
332,161896696,21299518
333,7917322,14652036
334,11235199,25545124
335,53325507,21712644
336,117380973,19948942
337,20296822,22489099
338,164417486,22364192
339,16477266,14460540
340,187006889,13422706
341,160057046,2708863
342,173632285,11347669
343,50623601,13699007
344,86202754,21800271
345,109367092,18367573
346,1415431,8375536
347,4916157,12771038
348,164778527,19216429
349,26390255,24999045
350,23083371,193038
351,37984341,18432113
352,98591852,23918280
353,41871251,12550549
354,15221297,22978000
355,200418612,26650012
356,13822684,26886222
357,71953126,26560199
358,65435947,4732811
359,24878509,23176187
360,170315696,7925449
361,43383221,21380865
362,12586360,3926355
363,72549300,3367321
364,116102837,18511999
365,64971601,11814617
366,12433947,19012552
367,22845235,17472980
368,209059651,22123730
369,187300723,9003963
370,12497977,9681458
371,6140872,15321529
372,42749882,696113
373,2600818,3508800
374,144698142,21349627
375,113850625,22100162
376,32255404,14050092
377,13091261,18748664
378,39836684,18612145
379,172808493,12274325
380,13385783,15651912
381,10948856,19454330
382,168614927,14877672
383,34646166,12924862
384,189244838,83498
385,107306268,1814121
386,153013181,13622200
387,53945411,20302453
388,183518777,12144704
389,172010709,14387468
390,166078910,2497346
391,37413172,25643074
392,189399317,23938648
393,196098312,25007418
394,12898333,1805233
395,70768639,20943988
396,187701034,19041302
397,102329199,14520337
398,171083301,18284067
399,171133621,6113864
400,173084683,18766480
401,148195321,3558869
402,82851118,18844549
403,98985217,13255440
404,102171599,24370283
405,204223037,27951844
406,208813275,11008783
407,134069078,20792976
408,92247804,9829578
409,13536350,23714364
410,167064263,9862193
411,197455751,24293696
412,173013872,9101002
413,52726986,21706798
414,180289073,19955005
415,95803507,21261597
416,184428757,22808941
417,109507454,10538208
418,136804798,23899829
419,175315109,15946060
420,19860631,18402781
421,14234399,20683794
422,7636967,3104186
423,109986927,17714074
424,1307296,21654412
425,179204229,18483525
426,93680988,18289075
427,25982393,14652036
428,116958918,17502167
429,96002215,4150731
430,27842200,22759515
431,167237962,13262679
432,76631734,253792
433,36560156,18045319
434,148236829,874057
435,206584300,22696688
436,1506973,16686435
437,115538690,18146053
438,72980258,22844174
439,188539137,18074237
440,22148139,23780695
441,23109921,14460540
442,151937511,13954029
443,89192550,16249620
444,86239329,758600
445,90789163,23363442
446,82469978,4656557
447,40734608,20172286
448,14399716,27028156
449,165401257,17899859
450,175039221,7382264
451,2235533,24602854
452,33205163,17764159
453,14439396,21317969
454,52113248,8395119
455,139965751,19734830
456,158363385,17393922
457,166650668,1182522
458,93423400,21979000
459,42233366,2477880
460,123304334,6650303
461,126779317,24355387
462,193064191,15763560
463,18325094,13966822
464,62767520,13410002
465,16133509,214531
466,29366318,19818774
467,97813894,7111455
468,109356444,13852643
469,77709045,23425775
470,36052699,18479156
471,67772407,14035855
472,102234629,18986818
473,156841116,26059060
474,58877693,1863202
475,36487120,18248976
476,114849469,23890436
477,37871314,582280
478,176126687,6531893
479,160268322,13200260
480,697030,1838751
481,221093,23019567
482,81071475,18107108
483,97023552,1339705
484,62974,27208021
485,39937135,6981284
486,142367084,11559431
487,106154733,13304281
488,40359001,4789122
489,2814694,20942838
490,213773751,16359548
491,29576874,1917170
492,117906291,16936372
493,1840626,10244081
494,120120998,4697911
495,188342954,20686700
496,65467399,5521050
497,23860600,18997009
498,16216563,8559394
499,4267797,3944620
500,47731334,5505800
501,7994366,21065890
502,19594322,20302453
503,144401772,18847611
504,33523071,1852798
505,91170500,9322352
506,102932643,18466284
507,147979615,13570454
508,7793025,252725
509,4559662,25818312
510,160874177,5312713
511,35755677,23224590
512,173782403,12513271
513,98135595,17952544
514,86508348,1237950
515,30260734,8692855
516,74350921,21529245
517,72519747,9734427
518,40545709,23397269
519,92997472,867418
520,46525455,6512505
521,45643292,7194968
522,16574510,17967394
523,129344469,12771038
524,209812432,27620063
525,16773757,22524410
526,118377228,22409274
527,176565197,5437805
528,189770031,3690880
529,10090738,7111455
530,70704476,18959957
531,57864429,938669
532,41350547,21171730
533,176179489,20357045
534,31717110,2638773
535,163412199,342540
536,101627031,18248976
537,29214167,17049406
538,164559647,21405561
539,20565103,20576866
540,171990943,9769837
541,33557161,6816107
542,176591063,1835186
543,83475713,2765249
544,135630572,23035845
545,24895153,7033173
546,77643951,943625
547,52806125,25701376
548,177222098,19202983
549,73345556,16223096
550,167692351,22404638
551,158429659,11840088
552,25945224,2581386
553,5316030,305809
554,190864181,906446
555,167150003,7814872
556,166542415,11252596
557,35778483,1648785
558,138330414,19527617
559,3252532,15446363
560,36949971,21094529
561,36057507,2972662
562,52479409,25943272
563,66723032,20808725
564,52645618,3677036
565,2683121,16736776
566,138600,3347583
567,164376755,14317903
568,6221411,22995170
569,15489137,12360804
570,93547513,12415931
571,42033642,23496958
572,57943332,2954775
573,25229580,14014542
574,139784148,6322053
575,26117646,25275319
576,6892737,870225
577,147596031,954633
578,111347111,21009564
579,73060176,15651912
580,78792362,23707260
581,17451329,21022059
582,80435380,3763895
583,80848425,6441316
584,120491432,18524074
585,55572437,20913032
586,58599003,13040996
587,193715811,22510774
588,74411672,9730900
589,60410292,2497346
590,202554564,20165622
591,8290339,8980538
592,41113939,8809467
593,184427010,7806425
594,154060094,22055478
595,138837648,5367709
596,189525740,23722870
597,50602886,10564262
598,110483654,1942156
599,66440256,16081933
600,11428591,366438
601,13297234,22134756
602,114047107,21979000
603,20411806,22273164
604,101437527,9026133
605,193469727,18705284
606,13925484,4764836
607,54047666,24910175
608,11021797,761411
609,140062819,789630
610,36310198,445660
611,169107649,20635657
612,176543396,18920513
613,28156161,9840298
614,27803535,4981487
615,171490459,18517833
616,168023179,13040996
617,59720181,24723824
618,46500096,24882150
619,39190659,16686435
620,154906205,23370265
621,166646556,13012178
622,5137307,768737
623,271305,10132331
624,3344464,20777194
625,207743971,26781097
626,102651214,25003431
627,121566519,25778516
628,62760782,5897261
629,183147449,13145996
630,181792610,2247902
631,29843437,15351560
632,112477951,13895761
633,24007231,5045217
634,38219592,19621171
635,9088111,10512492
636,126654640,17952544
637,185704635,24283250
638,44440342,18997009
639,60169508,4669961
640,4142632,15029186
641,5251023,21569509
642,209440244,26808645
643,188347561,11565464
644,101263945,22258971
645,146653793,20354944
646,54961471,16235797
647,40607809,24010871
648,21553723,21945974
